答案1：  51
答案1505：  11
答案1506：  91/85
答案1507：  1
答案1508：  86
答案1509：  -12
答案1510：  6/43
答案1511：  43
答案1512：  207/2366
答案1513：  -8/43
答案1514：  807/532
答案1515：  -43/5
答案1516：  9400/5551
答案1517：  613/25
答案1518：  39
答案1519：  11
答案1520：  2369/73
答案1521：  1/93
答案1522：  2184
答案1523：  55
答案1524：  -6607/100
答案1525：  1/23
答案1526：  1834/25
答案1527：  8699/93
答案1528：  -1135/21
答案1529：  3033/31
答案1530：  -74/5
答案1531：  1509/95
答案1532：  -456/7
答案1533：  1
答案1534：  813/20
答案1535：  1057/79
答案1536：  119
答案1537：  218/1425
答案1538：  3
答案1539：  89/7
答案1540：  353/27
答案1541：  43/2
答案1542：  11/3
答案1543：  14/51
答案1544：  11/4
答案1545：  -1/6
答案1546：  3201/100
答案1547：  4095
答案1548：  1/53
答案1549：  20
答案1550：  -2972/73
答案1551：  3640
答案1552：  2067/7220
答案1553：  13/21
答案1554：  30
答案1555：  28
答案1556：  3724/99
答案1557：  -833/20
答案1558：  76/45
答案1559：  982/595
答案1560：  97
答案1561：  -25
答案1562：  727/92
答案1563：  -1628/21
答案1564：  3918/49
答案1565：  743/2475
答案1566：  77/2
答案1567：  -299/404
答案1568：  269/3007
答案1569：  1/6
答案1570：  1853/19
答案1571：  3/7
答案1572：  -838/1147
答案1573：  58
答案1574：  1332/23
答案1575：  569/15
答案1576：  141
答案1577：  297/59
答案1578：  4385/86
答案1579：  3900/101
答案1580：  83
答案1581：  44
答案1582：  291/2254
答案1583：  4589/89
答案1584：  360/11
答案1585：  792/25
答案1586：  4171
答案1587：  2/61
答案1588：  -1687/99
答案1589：  23
答案1590：  11/24
答案1591：  231
答案1592：  71/8
答案1593：  1718/101
答案1594：  95
答案1595：  1184
答案1596：  304/407
答案1597：  1040
答案1598：  1/2
答案1599：  1808/31
答案1600：  5/58
答案1601：  93
答案1602：  364/4257
答案1603：  2937/91
答案1604：  3/256
答案1605：  448/101
答案1606：  2
答案1607：  67/2
答案1608：  10/99
答案1609：  1548/85
答案1610：  11994/6305
答案1611：  198/37
答案1612：  7
答案1613：  16
答案1614：  8184/85
答案1615：  887/17
答案1616：  2
答案1617：  31/3
答案1618：  97
答案1619：  -121/69
答案1620：  96
答案1621：  2537/48
答案1622：  2057/97
答案1623：  -1153/64
答案1624：  -503/3081
答案1625：  -696/43
答案1626：  3106/35
答案1627：  3243/4000
答案1628：  5451
答案1629：  2457
答案1630：  22
答案1631：  9/7
答案1632：  10/7
答案1633：  2
答案1634：  5840
答案1635：  168
答案1636：  3782
答案1637：  3647/76
答案1638：  1406/35
答案1639：  75/616
答案1640：  385/4
答案1641：  45
答案1642：  14
答案1643：  2812/97
答案1644：  275/1824
答案1645：  1/13
答案1646：  4
答案1647：  5092/101
答案1648：  119/30
答案1649：  1917/1780
答案1650：  28/5
答案1651：  1254
答案1652：  -4967/7760
答案1653：  1736/39
答案1654：  1025/31
答案1655：  27/2
答案1656：  122
答案1657：  115
答案1658：  6283/5822
答案1659：  480/11
答案1660：  -10
答案1661：  61
答案1662：  3/46
答案1663：  3/50
答案1664：  1/67
答案1665：  1155/16
答案1666：  656/29
答案1667：  1/70
答案1668：  1949/33
答案1669：  1661/5767
答案1670：  5016/83
答案1671：  3
答案1672：  -43/196
答案1673：  2392
答案1674：  63
答案1675：  2
答案1676：  6384
答案1677：  123/4
答案1678：  21/2
答案1679：  52
答案1680：  976/77
答案1681：  11/29
答案1682：  86
答案1683：  1539/70
答案1684：  -9
答案1685：  4
答案1686：  306
答案1687：  915/14
答案1688：  112
答案1689：  725/18
答案1690：  -9311/95
答案1691：  252/59
答案1692：  930/73
答案1693：  6669/97
答案1694：  4342/97
答案1695：  5/8
答案1696：  2075/99
答案1697：  4249/57
答案1698：  750/19
答案1699：  361/13
答案1700：  1/58
答案1701：  1/2
答案1702：  1348/23
答案1703：  21
答案1704：  105
答案1705：  22
答案1706：  4/21
答案1707：  2024/27
答案1708：  -89/9
答案1709：  166/43
答案1710：  32/75
答案1711：  1669/43
答案1712：  725/42
答案1713：  5316/71
答案1714：  132
答案1715：  1078
答案1716：  25/4
答案1717：  187/48
答案1718：  2394
答案1719：  -5977/6138
答案1720：  7268/99
答案1721：  785/27
答案1722：  700
答案1723：  49
答案1724：  -598/59
答案1725：  79/505
答案1726：  4085
答案1727：  5472
答案1728：  111/2
答案1729：  1596/65
答案1730：  2256/95
答案1731：  49/40
答案1732：  77/4
答案1733：  2411/2275
答案1734：  479/20
答案1735：  1302/43
答案1736：  6/89
答案1737：  1799/55
答案1738：  24/67
答案1739：  3267/97
答案1740：  11030/7469
答案1741：  1333/2336
答案1742：  -71
答案1743：  258/1633
答案1744：  1/95
答案1745：  365/7
答案1746：  -1706/4949
答案1747：  7
答案1748：  584
答案1749：  168/475
答案1750：  128/15
答案1751：  571/567
答案1752：  1
答案1753：  7369/9312
答案1754：  200/3
答案1755：  4501/48
答案1756：  2176
答案1757：  5688
答案1758：  357/23
答案1759：  18
答案1760：  -40
答案1761：  1
答案1762：  488/1089
答案1763：  28
答案1764：  -4879/96
答案1765：  83
答案1766：  3627/41
答案1767：  106/5
答案1768：  768/85
答案1769：  -28/47
答案1770：  860/11
答案1771：  1760
答案1772：  5/3
答案1773：  18/35
答案1774：  155
答案1775：  55/2
答案1776：  7/16
答案1777：  2012/85
答案1778：  6791/86
答案1779：  208/101
答案1780：  253/1833
答案1781：  1399/14
答案1782：  3235/3403
答案1783：  2374/25
答案1784：  -25/198
答案1785：  58/45
答案1786：  908/93
答案1787：  203/1472
答案1788：  279/400
答案1789：  2236/93
答案1790：  817
答案1791：  -101/240
答案1792：  4698
答案1793：  239/470
答案1794：  45
答案1795：  -7821/89
答案1796：  3168/67
答案1797：  -26
答案1798：  3/16
答案1799：  472/73
答案1800：  5147/82
答案1801：  7
答案1802：  1763/98
答案1803：  63/23
答案1804：  2327/94
答案1805：  7
答案1806：  2415
答案1807：  4913/91
答案1808：  76
答案1809：  3445/101
答案1810：  343/8924
答案1811：  -62
答案1812：  -141/590
答案1813：  123/88
答案1814：  11/7
答案1815：  14
答案1816：  9259/95
答案1817：  -899/55
答案1818：  -359/3904
答案1819：  665/9
答案1820：  -36
答案1821：  7775/101
答案1822：  1560
答案1823：  1564/39
答案1824：  222/95
答案1825：  45/11
答案1826：  79/98
答案1827：  167
答案1828：  27
答案1829：  64
答案1830：  17/29
答案1831：  1476/53
答案1832：  88/465
答案1833：  33/7
答案1834：  1751/9494
答案1835：  396/25
答案1836：  1139/20
答案1837：  2533/2832
答案1838：  14253/9898
答案1839：  5076/71
答案1840：  2423/101
答案1841：  4560
答案1842：  3900
答案1843：  35
答案1844：  3026
答案1845：  83
答案1846：  558
答案1847：  6863/79
答案1848：  100/39
答案1849：  3560/73
答案1850：  81
答案1851：  141
答案1852：  32/53
答案1853：  36/2485
答案1854：  -3976/7275
答案1855：  -6
答案1856：  340/71
答案1857：  2
答案1858：  6689/78
答案1859：  9200/101
答案1860：  2
答案1861：  7227
答案1862：  184/33
答案1863：  4263/4600
答案1864：  2/13
答案1865：  1550/47
答案1866：  3/23
答案1867：  73
答案1868：  1897/1209
答案1869：  1237/34
答案1870：  36
答案1871：  1705
答案1872：  631/9
答案1873：  1296/95
答案1874：  6761/79
答案1875：  595/372
答案1876：  9500/6231
答案1877：  93
答案1878：  2187/28
答案1879：  7681/96
答案1880：  3799/47
答案1881：  5822
答案1882：  3717/83
答案1883：  -373/19
答案1884：  1857/38
答案1885：  4943/65
答案1886：  128/9
答案1887：  -9
答案1888：  -77/533
答案1889：  2177/26
答案1890：  11993/7802
答案1891：  -2033/25
答案1892：  77
答案1893：  140
答案1894：  27/28
答案1895：  1103/14
答案1896：  150
答案1897：  540
答案1898：  780/47
答案1899：  4814/71
答案1900：  21/188
答案1901：  1104/19
答案1902：  -151/6636
答案1903：  -551/3232
答案1904：  73/13
答案1905：  2703
答案1906：  15977/9797
答案1907：  -191/1562
答案1908：  2
答案1909：  1290/23
答案1910：  53/2604
答案1911：  247
答案1912：  77/2
答案1913：  4686
答案1914：  -638/21
答案1915：  4846/75
答案1916：  75
答案1917：  1/11
答案1918：  126/205
答案1919：  210
答案1920：  1/37
答案1921：  53/2
答案1922：  1080/79
答案1923：  41/67
答案1924：  -687/22
答案1925：  787/495
答案1926：  3733/75
答案1927：  171/5
答案1928：  2989/4800
答案1929：  192
答案1930：  6305/83
答案1931：  5350/77
答案1932：  1230
答案1933：  -9899/101
答案1934：  2079/25
答案1935：  2/289
答案1936：  87
答案1937：  6
答案1938：  3
答案1939：  5474/81
答案1940：  1/3
答案1941：  1512/55
答案1942：  2448/3773
答案1943：  -537/2075
答案1944：  421/72
答案1945：  2871
答案1946：  34
答案1947：  2071/40
答案1948：  902/31
答案1949：  688/19
答案1950：  1055/22
答案1951：  16/21
答案1952：  7
答案1953：  6277/77
答案1954：  12831/7900
答案1955：  839/10
答案1956：  1/47
答案1957：  -6522/73
答案1958：  108
答案1959：  -39
答案1960：  1816/25
答案1961：  5
答案1962：  5633/101
答案1963：  576/19
答案1964：  1/95
答案1965：  -79/18
答案1966：  5977/90
答案1967：  6/65
答案1968：  2203/86
答案1969：  497
答案1970：  85
答案1971：  12/41
答案1972：  1849/50
答案1973：  7/9
答案1974：  129
答案1975：  14795/7742
答案1976：  784/89
答案1977：  445/97
答案1978：  -2265/34
答案1979：  2021/2424
答案1980：  3417/2660
答案1981：  452/855
答案1982：  1275/2323
答案1983：  4272/77
答案1984：  825
答案1985：  4/3
答案1986：  549/308
答案1987：  12
答案1988：  221/957
答案1989：  2
答案1990：  337/12
答案1991：  -3842/75
答案1992：  1564
答案1993：  117/310
答案1994：  97
答案1995：  1805/44
答案1996：  1
答案1997：  -4748/93
答案1998：  9
答案1999：  390/11
答案2000：  2439/28
答案2001：  757/44
答案2002：  1675/72
答案2003：  2763/2294
答案2004：  46
答案2005：  13391/8188
答案2006：  105
答案2007：  42
答案2008：  135/388
答案2009：  -10
答案2010：  -5050/99
答案2011：  280/43
答案2012：  81
答案2013：  33
答案2014：  3273/46
答案2015：  9851/7070
答案2016：  7460/89
答案2017：  571/22
答案2018：  1274
答案2019：  283/6
答案2020：  60
答案2021：  1081/2040
答案2022：  4
答案2023：  542/405
答案2024：  1664/1333
答案2025：  2500
答案2026：  1449/2840
答案2027：  -56
答案2028：  6077/83
答案2029：  19/11
答案2030：  611
答案2031：  3285/47
答案2032：  3323/50
答案2033：  -92
答案2034：  2889/29
答案2035：  -1303/6762
答案2036：  44
答案2037：  1072/33
答案2038：  4209/100
答案2039：  74
答案2040：  17/4
答案2041：  47/132
答案2042：  693/505
答案2043：  285/13
答案2044：  1292/39
答案2045：  585/946
答案2046：  2134/101
答案2047：  63
答案2048：  2223/44
答案2049：  2225/3861
答案2050：  22/19
答案2051：  2812/6565
答案2052：  4199/87
答案2053：  14/41
答案2054：  124
答案2055：  6
答案2056：  6/79
答案2057：  3196/49
答案2058：  6864
答案2059：  5
答案2060：  311/4770
答案2061：  123
答案2062：  488/47
答案2063：  7095/91
答案2064：  120
答案2065：  -3237/50
答案2066：  5141/70
答案2067：  1767/47
答案2068：  498/37
答案2069：  3109/2664
答案2070：  1301/1212
答案2071：  1/22
答案2072：  1848/101
答案2073：  3008/63
