题目1：  29 + 85
题目1030：  31/87 × 49/100
题目1031：  11/62 - 83
题目1032：  46 - 47
题目1033：  51/83 × 50
题目1034：  23 - 79
题目1035：  53/79 + 48
题目1036：  25/33 × 98
题目1037：  50 ÷ 5/29
题目1038：  52 ÷ 4
题目1039：  64 ÷ 8
题目1040：  98 ÷ 1/34
题目1041：  25 + 88
题目1042：  23/33 + 47
题目1043：  10/23 × 61
题目1044：  100 - 59
题目1045：  8 + 75
题目1046：  47/86 × 81/92
题目1047：  41 + 59
题目1048：  2/11 × 22/45
题目1049：  61 ÷ 61/86
题目1050：  14 - 19
题目1051：  6 × 84
题目1052：  31 + 61
题目1053：  53/101 + 66/101
题目1054：  42/43 + 27
题目1055：  81/97 × 23
题目1056：  52/81 + 94
题目1057：  38 - 73
题目1058：  19/27 + 48
题目1059：  20/33 × 74
题目1060：  49/72 × 51/56
题目1061：  1/2 × 62/83
题目1062：  5/8 + 33/37
题目1063：  73 ÷ 73
题目1064：  53 × 91
题目1065：  16/43 + 30
题目1066：  5/21 + 68
题目1067：  67 ÷ 1
题目1068：  19/22 × 57
题目1069：  53/78 + 81/100
题目1070：  97/99 - 1/4
题目1071：  70 ÷ 14/15
题目1072：  65/86 × 11/13
题目1073：  3/4 ÷ 3/80
题目1074：  87 ÷ 1/29
题目1075：  56 × 97
题目1076：  14/31 - 17
题目1077：  27/31 × 95/101
题目1078：  19/27 × 10
题目1079：  90 - 43/73
题目1080：  32/45 + 11
题目1081：  48/49 × 71
题目1082：  83 ÷ 83/100
题目1083：  56 ÷ 2/7
题目1084：  68 ÷ 34/39
题目1085：  90 - 14/81
题目1086：  86 ÷ 43/46
题目1087：  26 ÷ 2/19
题目1088：  80 - 65
题目1089：  80/87 - 65
题目1090：  56 - 39
题目1091：  54 ÷ 3
题目1092：  14/25 - 87/98
题目1093：  2/9 + 15
题目1094：  83/93 - 79/80
题目1095：  23 + 92
题目1096：  58 ÷ 1/10
题目1097：  15/41 - 79/95
题目1098：  41/75 - 44
题目1099：  99/101 - 44
题目1100：  9 ÷ 3
题目1101：  67/73 × 55
题目1102：  78 ÷ 26
题目1103：  69 × 73
题目1104：  19/48 - 64/71
题目1105：  40 ÷ 8/11
题目1106：  36/89 × 1/2
题目1107：  51/61 - 3/71
题目1108：  43 ÷ 43
题目1109：  24/49 × 96
题目1110：  87 - 1/6
题目1111：  75/88 × 65
题目1112：  83 ÷ 1/39
题目1113：  91 ÷ 91
题目1114：  4/13 + 59/71
题目1115：  23/27 × 94
题目1116：  24 - 32
题目1117：  10 ÷ 10
题目1118：  66 ÷ 1/3
题目1119：  84 ÷ 6/95
题目1120：  87 - 76
题目1121：  84 ÷ 1/10
题目1122：  14 ÷ 1
题目1123：  69 ÷ 1
题目1124：  55 ÷ 1/5
题目1125：  69/82 - 13/24
题目1126：  43/48 × 20
题目1127：  21 + 75
题目1128：  99 - 81/98
题目1129：  22/25 × 51
题目1130：  57 ÷ 19/25
题目1131：  23/90 × 87/91
题目1132：  34/35 × 22
题目1133：  21 + 83
题目1134：  14/25 + 61/77
题目1135：  100 ÷ 100
题目1136：  1/17 × 58/85
题目1137：  28/31 × 97
题目1138：  16 ÷ 1/95
题目1139：  9/20 + 49/61
题目1140：  11/90 + 47
题目1141：  7/9 × 28
题目1142：  84 ÷ 21/32
题目1143：  36 ÷ 2/5
题目1144：  65 ÷ 1/23
题目1145：  56/93 - 43/49
题目1146：  59/74 × 56
题目1147：  52 ÷ 4/11
题目1148：  87/98 + 34
题目1149：  26 ÷ 13/21
题目1150：  71/101 × 64
题目1151：  97 ÷ 1/35
题目1152：  10 ÷ 5/89
题目1153：  25 + 39
题目1154：  6 × 21
题目1155：  67 + 70
题目1156：  8 + 17
题目1157：  28 ÷ 7/26
题目1158：  60 - 14
题目1159：  40 ÷ 2/3
题目1160：  76 - 79
题目1161：  40 - 25/68
题目1162：  13/17 × 14/15
题目1163：  92 - 2
题目1164：  7/88 + 3
题目1165：  2 - 62/65
题目1166：  63/68 - 21/22
题目1167：  51/80 × 56
题目1168：  10 ÷ 5/6
题目1169：  3/16 + 31/50
题目1170：  16/45 - 40
题目1171：  17/88 × 10
题目1172：  20/49 ÷ 2/49
题目1173：  88/89 - 100
题目1174：  86/91 × 49
题目1175：  16 × 71
题目1176：  8/17 - 23/54
题目1177：  56 × 76
题目1178：  7/22 × 3
题目1179：  32/91 + 26
题目1180：  99/101 - 64/85
题目1181：  90 ÷ 3
题目1182：  11 ÷ 11/58
题目1183：  49/59 + 44
题目1184：  21/23 × 56
题目1185：  32 - 19/33
题目1186：  43/94 + 79/94
题目1187：  1/2 + 39
题目1188：  1 × 8
题目1189：  57/88 + 43
题目1190：  56/101 × 11/12
题目1191：  14/17 × 53
题目1192：  42/47 × 61
题目1193：  67 ÷ 67
题目1194：  53 × 65
题目1195：  1 × 94
题目1196：  100 - 72
题目1197：  58 - 41
题目1198：  92 ÷ 4
题目1199：  16 ÷ 2/5
题目1200：  28/65 × 74
题目1201：  11/15 × 6
题目1202：  92 - 48
题目1203：  17/90 - 57
题目1204：  3/4 + 40
题目1205：  59 + 66
题目1206：  10/99 - 4/23
题目1207：  31/85 - 68
题目1208：  3 ÷ 1/33
题目1209：  14/27 × 87/98
题目1210：  62 - 27/35
题目1211：  25/32 × 22
题目1212：  11/36 × 32
题目1213：  46/49 + 16
题目1214：  57/88 + 46
题目1215：  7/9 × 83/98
题目1216：  4/47 + 100/101
题目1217：  19/98 - 6
题目1218：  26 ÷ 1/8
题目1219：  17 - 9/23
题目1220：  13/25 × 97/101
题目1221：  24/89 × 26/43
题目1222：  25/59 + 21/25
题目1223：  55/76 × 18
题目1224：  65/93 + 32
题目1225：  69/98 × 94
题目1226：  83/99 × 70
题目1227：  83 ÷ 1
题目1228：  93 ÷ 1/77
题目1229：  13/16 + 65
题目1230：  27 ÷ 3
题目1231：  85/89 + 100/101
题目1232：  38 + 98
题目1233：  40 ÷ 2
题目1234：  37 + 99
题目1235：  14 ÷ 1/98
题目1236：  27/46 - 6
题目1237：  15/92 + 39
题目1238：  52 + 85
题目1239：  7/25 + 4/5
题目1240：  76/79 × 51
题目1241：  1/3 + 43/46
题目1242：  22 - 29/63
题目1243：  19 - 15/74
题目1244：  37 × 49
题目1245：  58 + 75
题目1246：  21 ÷ 7/11
题目1247：  17 ÷ 17/19
题目1248：  29/97 × 12
题目1249：  5/7 - 3/97
题目1250：  68/97 - 11/20
题目1251：  75 - 43/44
题目1252：  14/57 + 4
题目1253：  64 ÷ 1/70
题目1254：  52 ÷ 1/4
题目1255：  39/89 + 23
题目1256：  7/19 - 31/87
题目1257：  67/95 - 92
题目1258：  29/61 - 29/67
题目1259：  20 ÷ 20
题目1260：  42 ÷ 1/22
题目1261：  43/88 × 65
题目1262：  95 ÷ 5/26
题目1263：  75/98 × 61
题目1264：  14/27 × 76
题目1265：  45 ÷ 5/11
题目1266：  95/96 + 2
题目1267：  49/50 × 59
题目1268：  14 - 31/91
题目1269：  12/47 - 23/43
题目1270：  1/7 + 96
题目1271：  38 - 19/23
题目1272：  53/74 + 24
题目1273：  97/101 × 22
题目1274：  84/97 + 56
题目1275：  49/66 - 37/47
题目1276：  18/65 + 48
题目1277：  75 ÷ 15/32
题目1278：  99/100 - 59
题目1279：  7 × 99
题目1280：  48 × 69
题目1281：  47 + 93
题目1282：  18 ÷ 1/41
题目1283：  4 + 97
题目1284：  98/101 - 5/14
题目1285：  87 - 57/59
题目1286：  4 - 22/37
题目1287：  15/19 + 47
题目1288：  5/36 × 18/23
题目1289：  40 - 67/97
题目1290：  97/101 × 10
题目1291：  25/39 + 60
题目1292：  73/85 × 35/37
题目1293：  4/15 - 53/67
题目1294：  90 ÷ 2/7
题目1295：  36 ÷ 9/13
题目1296：  43/66 + 31/32
题目1297：  67 + 96
题目1298：  30 ÷ 3/4
题目1299：  27/89 - 99/100
题目1300：  55/94 × 37
题目1301：  74 - 5/11
题目1302：  9/100 × 65
题目1303：  9 ÷ 3/8
题目1304：  57/62 × 71/75
题目1305：  36 - 2/3
题目1306：  3/19 + 4
题目1307：  62 ÷ 62
题目1308：  47 - 97/101
题目1309：  9/10 - 17
题目1310：  96 ÷ 16/91
题目1311：  43 + 88
题目1312：  42 ÷ 3/23
题目1313：  28 ÷ 14
题目1314：  32/73 - 32/33
题目1315：  50 ÷ 50
题目1316：  58/71 - 77/90
题目1317：  3/4 + 36/41
题目1318：  83/92 - 92
题目1319：  13 ÷ 1/6
题目1320：  44 ÷ 2
题目1321：  56 ÷ 1/16
题目1322：  7 ÷ 1/19
题目1323：  18 + 97
题目1324：  17/20 + 19
题目1325：  37/42 - 60
题目1326：  67/68 - 19/22
题目1327：  12/19 × 57
题目1328：  95 ÷ 5
题目1329：  76/93 - 1
题目1330：  99/100 - 67/99
题目1331：  21/22 - 7/24
题目1332：  2/37 + 62
题目1333：  29/69 - 5/9
题目1334：  77 - 43/50
题目1335：  23/89 + 84
题目1336：  33/53 × 69
题目1337：  66 - 22/81
题目1338：  15/28 × 97/101
题目1339：  6 - 34
题目1340：  84 ÷ 4/5
题目1341：  49 - 25/53
题目1342：  26 ÷ 2/65
题目1343：  97/99 + 31
题目1344：  75/101 - 33
题目1345：  43/48 - 11/68
题目1346：  8/15 - 73/79
题目1347：  2/7 × 57
题目1348：  100 ÷ 20
题目1349：  29/91 × 7/8
题目1350：  40 - 25/29
题目1351：  26 × 85
题目1352：  1/2 + 36
题目1353：  18/31 × 45/52
题目1354：  83/89 × 29/31
题目1355：  68 - 19/53
题目1356：  1/2 × 18
题目1357：  24/25 × 25
题目1358：  5/7 × 88
题目1359：  70 + 91
题目1360：  17 - 85
题目1361：  96/97 × 21
题目1362：  77 - 48
题目1363：  73 - 81/95
题目1364：  42 ÷ 7/45
题目1365：  19/55 × 48
题目1366：  4/39 × 45
题目1367：  71 + 100
题目1368：  16/35 ÷ 1/35
题目1369：  6 + 45
题目1370：  10/71 × 26/95
题目1371：  44 ÷ 11/43
题目1372：  52/71 × 24/31
题目1373：  76/81 - 47/50
题目1374：  16/35 × 23/25
题目1375：  52/99 + 61
题目1376：  36/95 + 92/93
题目1377：  29/39 + 17/19
题目1378：  36 ÷ 6
题目1379：  99 - 22
题目1380：  50 + 52
题目1381：  65 ÷ 13/14
题目1382：  7/10 + 76
题目1383：  95/99 - 28
题目1384：  92 ÷ 1/66
题目1385：  58 - 76/91
题目1386：  39 - 5/7
题目1387：  46 - 43/44
题目1388：  39 ÷ 3/53
题目1389：  72 ÷ 12
题目1390：  12/29 × 48
题目1391：  81 ÷ 1/4
题目1392：  2/47 × 56
题目1393：  5/12 + 47/50
题目1394：  67/74 × 97
题目1395：  57/100 - 28
题目1396：  87 - 23/24
题目1397：  12/25 + 5
题目1398：  57/65 × 73
题目1399：  57 - 62
题目1400：  36 × 79
题目1401：  70 ÷ 1/10
题目1402：  7/61 - 76
题目1403：  95 ÷ 1/8
题目1404：  23/85 × 94
题目1405：  96 ÷ 4
题目1406：  36/97 - 80
题目1407：  32/95 + 47/55
题目1408：  10 ÷ 2
题目1409：  3/17 × 87
题目1410：  17/98 + 19
题目1411：  99/101 - 21/89
题目1412：  41 - 8
题目1413：  84 ÷ 6
题目1414：  71 ÷ 71/95
题目1415：  25 ÷ 1/3
题目1416：  81 - 71/86
题目1417：  76 - 42/53
题目1418：  5/22 + 21/26
题目1419：  3 - 64
题目1420：  17 ÷ 1/5
题目1421：  11/12 - 89
题目1422：  13/15 × 51
题目1423：  63 ÷ 7
题目1424：  29/34 + 48
题目1425：  3/4 + 67
题目1426：  89/96 - 79/97
题目1427：  7 × 38
题目1428：  1 + 89
题目1429：  11/80 - 1/11
题目1430：  59/68 + 25
题目1431：  57/68 × 92/97
题目1432：  10/23 + 7
题目1433：  99/100 + 60
题目1434：  88 ÷ 1/8
题目1435：  23 ÷ 1/7
题目1436：  21 ÷ 7
题目1437：  70 ÷ 1
题目1438：  51/67 + 94/95
题目1439：  29 - 11/14
题目1440：  40 ÷ 20/27
题目1441：  60 × 68
题目1442：  18/25 × 70/81
题目1443：  1/31 + 28
题目1444：  90/91 × 55
题目1445：  21 ÷ 3/26
题目1446：  61/69 + 36
题目1447：  1/12 + 6/61
题目1448：  87 ÷ 3/10
题目1449：  26 + 66
题目1450：  20/23 - 93/95
题目1451：  33 ÷ 3/98
题目1452：  8/37 + 95
题目1453：  92 ÷ 1/23
题目1454：  99/100 × 94
题目1455：  18 ÷ 2/55
题目1456：  31/33 - 97
题目1457：  2/5 × 68
题目1458：  8 ÷ 2/33
题目1459：  32 + 82
题目1460：  11/13 × 97
题目1461：  35 - 86/99
题目1462：  9 ÷ 9/13
题目1463：  35/37 - 81/91
题目1464：  66 × 72
题目1465：  47/73 × 33/50
题目1466：  23/26 + 25
题目1467：  5/61 - 42/95
题目1468：  26 - 27
题目1469：  94/99 × 55
题目1470：  37/48 + 24
题目1471：  18/29 × 68
题目1472：  5/11 × 83
题目1473：  24 - 11/12
题目1474：  15 + 37
题目1475：  96 ÷ 48/49
题目1476：  23 - 77/95
题目1477：  21/76 × 81/97
题目1478：  25 ÷ 25/32
题目1479：  39 ÷ 39/40
题目1480：  56/81 - 26
题目1481：  14/29 × 43/81
题目1482：  20 × 22
题目1483：  90 ÷ 9/25
题目1484：  67 - 44
题目1485：  8/25 × 26/33
题目1486：  55 + 69
题目1487：  75 - 72/91
题目1488：  90/91 + 58
题目1489：  53 - 54/95
题目1490：  53 × 75
题目1491：  82 ÷ 1/6
题目1492：  95/96 × 47
题目1493：  68 ÷ 17
题目1494：  32/83 + 9
题目1495：  66 ÷ 1/25
题目1496：  15 ÷ 3/16
题目1497：  63 ÷ 9/10
题目1498：  56 - 45/64
题目1499：  27 + 72
题目1500：  2/9 - 36/37
题目1501：  70 ÷ 70
题目1502：  7/55 + 69/100
题目1503：  75/91 × 10/11
题目1504：  74 × 75
题目1505：  98/99 × 47
题目1506：  56 ÷ 14
题目1507：  1 × 68
题目1508：  11/51 - 49/92
题目1509：  18 + 49
题目1510：  24 ÷ 3/4
题目1511：  79 - 57
题目1512：  42 - 78
题目1513：  85 ÷ 17/24
题目1514：  48 ÷ 4/5
题目1515：  43/95 + 5
题目1516：  17/20 - 67/95
题目1517：  82 + 100
题目1518：  22 ÷ 1/11
题目1519：  4 + 6
题目1520：  19/33 × 44/59
题目1521：  65 + 79
题目1522：  76 ÷ 19/21
题目1523：  48 ÷ 16
题目1524：  89/94 × 32
题目1525：  7/9 × 89/96
题目1526：  71 - 59
题目1527：  96 ÷ 6/11
题目1528：  15 ÷ 1/94
题目1529：  2/11 + 17/32
题目1530：  37/48 - 80
题目1531：  43 - 37/77
题目1532：  61 ÷ 61/92
题目1533：  22 × 27
题目1534：  31/65 - 25/31
题目1535：  35 ÷ 35/79
题目1536：  2/49 - 39
题目1537：  7/36 × 18/19
题目1538：  2/29 × 13/14
题目1539：  2/3 + 85
题目1540：  10 × 45
题目1541：  21/92 × 11/20
题目1542：  7 - 22
题目1543：  55/78 - 72
题目1544：  6 × 46
题目1545：  97 + 98
题目1546：  27/29 + 53
题目1547：  24 + 29
题目1548：  20 ÷ 4/23
题目1549：  64 - 51
题目1550：  85 ÷ 1/38
题目1551：  14 - 44
题目1552：  46 ÷ 23
题目1553：  35 - 26
题目1554：  76 × 82
题目1555：  65 ÷ 5/6
题目1556：  56 - 61
题目1557：  8/9 × 65
题目1558：  2/3 × 17
题目1559：  86/95 + 77/78
题目1560：  99/101 - 60
题目1561：  10/39 + 11
题目1562：  66/83 × 62
题目1563：  91 ÷ 1/3
题目1564：  99/101 + 100/101
题目1565：  23 × 27
题目1566：  14/97 - 97
题目1567：  65 ÷ 1/6
题目1568：  100 ÷ 4/5
题目1569：  98 ÷ 14
题目1570：  83/92 + 15
题目1571：  51/62 × 25
题目1572：  93/101 + 87
题目1573：  56 - 46
题目1574：  75 - 83/101
题目1575：  8/21 - 67
题目1576：  3/13 × 41/92
题目1577：  20/99 × 87/89
题目1578：  15/23 - 28/57
题目1579：  64/87 - 3
题目1580：  91 ÷ 13/14
题目1581：  35/72 × 7/10
题目1582：  77/82 - 50
题目1583：  27 ÷ 27/52
题目1584：  3/23 × 77
题目1585：  21/67 + 80
题目1586：  4 × 46
题目1587：  93 ÷ 1/101
题目1588：  84 ÷ 7/9
题目1589：  51/88 - 53
题目1590：  30 - 80
题目1591：  65 × 75
题目1592：  1 × 95
题目1593：  35 + 97
题目1594：  10/33 × 76
题目1595：  1/11 + 23
题目1596：  24/25 × 33
题目1597：  24/47 × 61/91
题目1598：  28/57 × 10
题目1599：  76/101 + 71
题目1600：  70/71 - 13/89
题目1601：  61/95 × 72
题目1602：  12 - 45/64
题目1603：  54/55 × 62
题目1604：  44 + 49
题目1605：  75 ÷ 3/19
题目1606：  43/54 - 52
题目1607：  87/92 + 69
题目1608：  48 ÷ 48
题目1609：  88/93 × 88
题目1610：  28/89 + 81
题目1611：  30 + 34
题目1612：  18 - 34/41
题目1613：  11 ÷ 1/6
题目1614：  31 + 67
题目1615：  47/66 × 92/93
题目1616：  15 × 64
题目1617：  59/101 + 4/5
题目1618：  39/77 + 68/71
题目1619：  30 - 97
题目1620：  93 ÷ 1
题目1621：  15/44 × 56
题目1622：  11/49 × 49/69
题目1623：  20/73 × 42
题目1624：  1/3 + 93/101
题目1625：  19/89 + 21/23
题目1626：  37 × 81
题目1627：  14/17 - 86
题目1628：  92 × 100
题目1629：  90 ÷ 5/12
题目1630：  59/84 + 95
题目1631：  89 ÷ 89
题目1632：  49 ÷ 1/11
题目1633：  10/29 + 89/96
题目1634：  14/15 + 26
题目1635：  6/59 × 98
题目1636：  45 + 57
题目1637：  22 ÷ 1/26
题目1638：  100 ÷ 1/72
题目1639：  13/50 + 12
题目1640：  13/16 × 76/87
题目1641：  28/29 - 1/6
题目1642：  37/92 + 27
题目1643：  42 + 66
题目1644：  26/33 + 50
题目1645：  39 × 51
题目1646：  31/47 × 91
题目1647：  23/37 × 43
题目1648：  10 × 28
题目1649：  28/33 + 23
题目1650：  85 - 8
题目1651：  88 ÷ 22/49
题目1652：  8 ÷ 1
题目1653：  47/63 × 68
题目1654：  19 + 50
题目1655：  11/19 + 10
题目1656：  59 ÷ 1/4
题目1657：  22 ÷ 11/13
题目1658：  17/54 + 18
题目1659：  31 - 3/4
题目1660：  86/93 × 19
题目1661：  93 ÷ 3/13
题目1662：  66 ÷ 3/22
题目1663：  64 ÷ 4/7
题目1664：  12 ÷ 12
题目1665：  88 - 67/74
题目1666：  45 ÷ 15/101
题目1667：  31/100 × 69/88
题目1668：  58 + 69
题目1669：  38 × 57
题目1670：  19/86 × 55
题目1671：  41/60 - 73
题目1672：  43/69 - 87
题目1673：  91/101 - 82/97
题目1674：  46 - 12
题目1675：  7/87 - 74/83
题目1676：  15 ÷ 1/21
题目1677：  35 ÷ 1/2
题目1678：  15/37 - 8
题目1679：  45 ÷ 5/22
题目1680：  11/84 × 37/51
题目1681：  32 × 49
题目1682：  17/33 × 64
题目1683：  3/5 + 91
题目1684：  30/83 - 4/23
题目1685：  52 ÷ 1/6
题目1686：  53 ÷ 1/28
题目1687：  56 × 95
题目1688：  2/3 + 21
题目1689：  1/5 × 84
题目1690：  7/32 - 52/83
题目1691：  4/23 + 47/75
题目1692：  57 + 99
题目1693：  96 ÷ 3/7
题目1694：  30 + 50
题目1695：  3 + 71
题目1696：  92 ÷ 2/11
题目1697：  94 × 95
题目1698：  30 - 79
题目1699：  57 + 65
题目1700：  5/76 × 93/101
题目1701：  8/9 × 44
题目1702：  15/71 × 28
题目1703：  3/25 × 52
题目1704：  72/89 + 65
题目1705：  75 - 80
题目1706：  2/3 × 19
题目1707：  17 ÷ 1
题目1708：  17/26 + 75/76
题目1709：  86/95 × 15
题目1710：  18 ÷ 2/5
题目1711：  20 + 72
题目1712：  68 ÷ 2
题目1713：  15 × 36
题目1714：  2/7 × 69
题目1715：  68/91 - 7/8
题目1716：  5/12 + 51
题目1717：  30 - 10/33
题目1718：  28/71 - 93
题目1719：  80 - 31/44
